philosophers,left_rate,replication,variant,deadlock,stop_time,events,meals,fairness
4,2.0,3,Классическая,true,0.7097938043963148,4,0,0.0
4,2.0,3,С арбитром,false,49.76844534770914,85,27,0.9642857142857143
4,2.0,4,Классическая,true,2.0593644872482226,16,4,0.6666666666666666
4,2.0,4,С арбитром,false,49.52477097129987,78,25,0.882768361581921
4,2.0,5,Классическая,true,0.8584791450200864,7,1,0.25
4,2.0,5,С арбитром,false,48.04904108751099,97,31,0.8931226765799256
4,2.0,6,Классическая,true,2.0868860845087216,10,2,0.5
4,2.0,6,С арбитром,false,49.234351094453906,91,29,0.9964454976303317
4,2.0,7,Классическая,true,7.689276253326234,13,3,0.75
4,2.0,7,С арбитром,false,49.79479771852366,85,27,0.9642857142857143
4,2.0,8,Классическая,true,1.1015942338853788,7,1,0.25
4,2.0,8,С арбитром,false,49.679231644339836,93,30,0.8858267716535433
4,2.0,9,Классическая,true,3.334758218082949,13,3,0.75
4,2.0,9,С арбитром,false,49.839869504502246,95,31,0.9726720647773279
4,2.0,10,Классическая,true,1.9912788535772235,10,2,0.5
4,2.0,10,С арбитром,false,48.33601205160942,97,31,0.964859437751004
4,2.0,11,Классическая,true,2.665887375467752,13,3,0.75
4,2.0,11,С арбитром,false,49.962317306152116,103,33,0.9828519855595668
4,2.0,12,Классическая,true,0.7886014974187595,4,0,0.0
4,2.0,12,С арбитром,false,49.35629973840175,82,26,0.949438202247191
4,2.0,13,Классическая,true,2.350581712433053,4,0,0.0
4,2.0,13,С арбитром,false,48.77540457986494,94,30,0.9615384615384616
4,2.0,14,Классическая,true,0.7324630862368723,4,0,0.0
4,2.0,14,С арбитром,false,48.63330614756826,100,32,0.9696969696969697
4,2.0,15,Классическая,true,1.951740944758728,7,1,0.25
4,2.0,15,С арбитром,false,49.360630791956,120,39,0.9482543640897756
4,2.0,16,Классическая,true,0.19600640395370514,4,0,0.0
4,2.0,16,С арбитром,false,48.72691498708604,87,28,0.8990825688073395
4,2.0,17,Классическая,true,2.4515047173452595,7,1,0.25
4,2.0,17,С арбитром,false,49.656902102526345,105,34,0.8975155279503105
4,2.0,18,Классическая,true,1.0666880335633868,4,0,0.0
4,2.0,18,С арбитром,false,48.507233551454675,90,29,0.9181222707423581
4,2.0,19,Классическая,true,5.961338028937248,10,2,0.5
4,2.0,19,С арбитром,false,49.97495419584834,93,30,0.8458646616541353
4,2.0,20,Классическая,true,3.033261593907032,7,1,0.25
4,2.0,20,С арбитром,false,47.15941244674294,96,31,0.9348249027237354
4,3.0,1,Классическая,true,2.8715184187959055,10,2,0.25
4,3.0,1,С арбитром,false,49.94212453652044,101,33,0.9620141342756183
